Post.Office,State,County,Established,Discontinued,Latitude,Longitude
LINN FLAT,TX,Nacogdoches,1850,1918,31.7898967,-94.7318788
LONE STAR,TX,Franklin,1850,1875,33.1887271,-95.2213321
MAGNOLIA SPRINGS,TX,Jasper,1850,,30.7354815,-94.0265754
MINDEN,TX,Rusk,1850,,32.013499,-94.7074334
MONTICELLO,WA,Cowlitz,1850,1876,46.1381677,-122.9381672
NAPA CITY,CA,Napa,1850,1890,38.2971367,-122.2855293
PACIFIC CITY,WA,Pacific,1850,1865,46.2837114,-124.0554315
PILOT GROVE,TX,Grayson,1850,1907,33.4378875,-96.4247062
RABBIT CREEK,TX,Gregg,1850,1866,32.400984,-94.8268806
SMITHLAND,TX,Marion,1850,1980,32.8140288,-94.1682418
ARMSTRONG ACADEMY,OK,Bryan,1850,1869,34.0510445,-96.1092896
BAPTIST MISSION,OK,Adair,1850,1866,35.9928546,-94.5832698
FOREST HOME,TX,Cass,1850,1883,33.2267947,-94.1729665
PROSPECT,TX,Lee,1850,1872,30.4307638,-96.9297046
SUGAR HILL,TX,Panola,1850,1904,32.2132148,-94.5593712
BRANCIFORTE,CA,Santa Cruz,1850,1850,36.9837899,-122.009158
DELAWARE,KS,Wyandotte,1850,1856,39.0216185,-94.9000984
MYRTLE SPRINGS,TX,Bowie,1850,1860,33.4845659,-94.2804752
NOLANSVILLE,TX,Bell,1850,1852,31.0782132,-97.6057599
NESQUALLY,WA,Thurston,1850,1850,47.0564855,-122.7012417
CHINA GROVE,TX,Gonzales,1850,1857,,
COTLAND,TX,Newton,1850,1860,,
COTTON PLANT,TX,Rusk,1850,1866,,
CYPRESS CROSSINGS,TX,Newton,1850,1852,,
EARPVILLE,TX,Gregg,1850,1868,,
ELIZA,CA,Yuba,1850,1851,,
FRIER,TX,Guadalupe,1850,1852,,
GAINES CREEK,OK,Choctaw,1850,1850,,
GILEAD,TX,Gregg,1850,1852,,
HOOKER,TX,Hunt,1850,1868,,
JUNCTION,CA,Contra Costa,1850,1853,,
KICKAPOO,TX,Anderson,1850,1905,,
LA SALLE,TX,Calhoun,1850,1855,,
MIDWAY,TX,Newton,1850,1853,,
MINERAL SPRINGS,TX,Wilson,1850,1852,,
NAVARRO,TX,Leon,1850,1866,,
NEW COLUMBIA,TX,Newton,1850,1851,,
OLDENBURG,TX,Smith,1850,1851,,
PLEASANT GROVE,TX,Hardin,1850,1852,,
PLENITUDE,TX,Anderson,1850,1883,,
POWELLTON,TX,Harrison,1850,1872,,
PROVIDENCE HILL,TX,Hardin,1850,1867,,
SAN GABRIEL,TX,Williamson,1850,1856,,
SAND SPRING,TX,Anderson,1850,1851,,
SIAM,TX,Leon,1850,1853,,
SPRING CREEK,TX,Collin,1850,1851,,
TROY,TX,Freestone,1850,1866,,
TURKEY CREEK,TX,Hunt,1850,1851,,
UNION BRIDGE,TX,Titus,1850,1866,,
WACO VILLAGE,TX,McLennan,1850,1866,,
AMERICAN FORK,UT,Utah,1851,,40.3778481,-111.7999412
ANTIOCH,CA,Contra Costa,1851,,37.996905,-121.8086189
ALBUQUERQUE,NM,Bernalillo,1851,,35.0834714,-106.6535621
BIG BAR,CA,Trinity,1851,,40.7434672,-123.2671759
BUTE CREEK,OR,Clackamas,1851,1851,45.0651215,-122.6970335
CATHLAMET,WA,Wahkiakum,1851,,46.2022643,-123.3849451
CHEHALEM,OR,Yamhill,1851,1852,45.3278962,-122.88871
CHICO,CA,Butte,1851,,39.7276598,-121.8385868
CINCINNATI,OR,Polk,1851,1856,44.9323414,-123.1181537
COLOMA,CA,El Dorado,1851,,38.8001658,-120.8903983
COLUSI,CA,Colusa,1851,1854,39.2134168,-122.006428
DALLES,OR,Wasco,1851,1853,45.6027976,-121.184503
DAYTON,OR,Yamhill,1851,,45.2184952,-123.0792664
DOWNERVILLE,CA,Sierra,1851,1852,39.5604915,-120.8280063
ELKTON,OR,Douglas,1851,,43.6367589,-123.5654452
EMINENCE,OR,Columbia,1851,1852,46.0905019,-122.9367407
EMPIRE,CA,Stanislaus,1851,,37.6380232,-120.9009473
FAIRFIELD,TX,Freestone,1851,,31.725657,-96.157627
FALCON HEIGHTS,TX,Starr,1851,,26.5607446,-99.1236418
FORT UNION,NM,Mora,1851,1891,35.907262,-105.0122258
GAINESVILLE,TX,Cooke,1851,,33.6245461,-97.1426479
GARDINERS CITY,OR,Douglas,1851,1858,43.7297413,-124.1113845
GEORGETOWN,CA,El Dorado,1851,,38.9070711,-120.8370409
GILROY,CA,Santa Clara,1851,,37.0091995,-121.5716359
HALL'S RANCH,CA,Tehama,1851,1851,40.0275381,-122.1223886
HARRIS FERRY,OR,Washington,1851,1852,45.4492836,-122.9489915
JACKSON,CA,Amador,1851,,38.352647,-120.7758862
KEMP,TX,Kaufman,1851,,32.4425564,-96.2315753
LACKEMUTE,OR,Polk,1851,1874,44.7831751,-123.2523217
LAFAYETTE,OR,Yamhill,1851,,45.2436251,-123.1134526
LEBANON,OR,Marion,1851,1858,44.9137325,-122.8164791
MANTI,UT,Sanpete,1851,,39.2673909,-111.6366406
MARIPOSA,CA,Mariposa,1851,,37.4885698,-119.9706051
MARLIN,TX,Falls,1851,,31.3076861,-96.8962557
MARTINEZ,CA,Contra Costa,1851,,37.9925761,-122.1312737
MEYERSVILLE,TX,Dewitt,1851,,28.9287365,-97.3126222
MOKELUMNE HILL,CA,Calaveras,1851,,38.3016077,-120.7060646
MOUTH OF WILLAMETTE,OR,Multnomah,1851,1852,45.6220606,-122.7970446
MUD SPRING,CA,El Dorado,1851,1855,38.6824736,-120.8493673
MYRTLE CITY,OR,Douglas,1851,1852,43.6687285,-123.7928787
NICOLAUS,CA,Sutter,1851,,38.9029139,-121.5798383
NORTH YAMHILL,OR,Yamhill,1851,1908,45.3409826,-123.1889045
PAROWAN,UT,Iron,1851,,37.8414053,-112.8303717
PAYSON,UT,Utah,1851,,40.0451216,-111.7168274
PRAIRIE LEA,TX,Caldwell,1851,,29.7315089,-97.7534409
QUITMAN,TX,Wood,1851,,32.7966518,-95.44912
RICKREAL,OR,Polk,1851,1857,44.931495,-123.2296763
ROME,OR,Marion,1851,1852,45.1487312,-122.826205
ROUGH AND READY,CA,Nevada,1851,,39.229607,-121.1379199
SAN ELIZARIO,TX,El Paso,1851,,31.588225,-106.2732523
SAN JUAN,CA,San Benito,1851,1905,36.8416723,-121.5346716
SAN LUIS OBISPO,CA,San Luis Obispo,1851,,35.2794752,-120.661102
SAN MIGUEL,NM,San Miguel,1851,1910,35.3644889,-105.450845
SAN RAFAEL,CA,Marin,1851,,37.9591846,-122.5057267
SANTA CLARA,CA,Santa Clara,1851,,37.3486244,-121.9470593
SANTYAM,OR,Linn,1851,1852,44.5218426,-122.908349
SCOTTSBURG,OR,Douglas,1851,,43.6544874,-123.8197884
SHASTA,CA,Shasta,1851,,40.596695,-122.4882705
SISTERDALE,TX,Kendall,1851,1964,29.9752136,-98.7214171
SOCORRO,TX,El Paso,1851,1915,31.6568991,-106.2725352
SOCORRO,NM,Socorro,1851,,34.057111,-106.8944359
SONORA,CA,Tuolumne,1851,,37.9748871,-120.3789174
SPRINGVILLE,UT,Utah,1851,,40.1672529,-111.6092938
SUTHERLAND SPRINGS,TX,Wilson,1851,,29.2748935,-98.0559158
TECOLOTE,NM,San Miguel,1851,1923,35.4603222,-105.2805641
TEHAMA,CA,Tehama,1851,,40.0275381,-122.1223886
TEXAS HILL,CA,Sacramento,1851,1856,38.6717655,-121.1660996
TRINIDAD,CA,Humboldt,1851,,41.06095,-124.1402144
TUALITY PLAINS,OR,Washington,1851,1853,45.5076144,-123.1031628
UMATILLA,OR,Umatilla,1851,1852,45.6679084,-118.6991467
UMPQUA CITY,OR,Douglas,1851,1869,43.7095613,-124.1651146
UNION,CA,Alameda,1851,1853,37.5966299,-122.0779166
VALLEJO,CA,Solano,1851,,38.1009543,-122.2607428
VOLCANO,CA,Amador,1851,,38.4423058,-120.6305192
WILLAMETTE,OR,Yamhill,1851,1852,45.1665072,-123.0178776
WILLAMETTE FORKS,OR,Lane,1851,1884,44.1123468,-123.0581421
WINCHESTER,OR,Douglas,1851,1860,43.2785547,-123.3538133
YONCALLA,OR,Douglas,1851,,43.6001663,-123.2837673
YORKTOWN,TX,Dewitt,1851,,28.9802673,-97.5037614
YUBA,CA,Sutter,1851,1851,39.1392647,-121.6167874
YUBA CITY,CA,Sutter,1851,,39.1392647,-121.6167874
MURPHY'S,CA,Calaveras,1851,,38.1379613,-120.4578498
AGUA FRIA,CA,Mariposa,1851,1862,37.4849377,-120.0201759
ALUM CREEK,TX,Bastrop,1851,1898,30.0677188,-97.2174895
ARENOSA,TX,Victoria,1851,1852,28.9038756,-96.7880366
BROWNSVILLE,UT,Weber,1851,1854,41.223,-111.9738304
BRUSHY CREEK,TX,Williamson,1851,1854,30.513532,-97.7397313
CALEDONIA,TX,Rusk,1851,1905,31.9240584,-94.5268724
CANTON,TX,Smith,1851,1852,32.2173778,-95.1041111
CENTREVILLE,CA,Nevada,1851,1852,39.2190608,-121.0610606
CORN CREEK,UT,Millard,1851,1852,38.8013558,-112.4374387
COTTON GIN,TX,Freestone,1851,1908,31.6810014,-96.3605322
FAIR PLAY,TX,Panola,1851,1904,32.147106,-94.531315
FRIENDSHIP,TX,Harrison,1851,1905,32.57927,-94.600501
GOODYEARS BAR,CA,Sierra,1851,,39.5398949,-120.8843931
KNIGHTS FERRY,CA,Stanislaus,1851,1962,37.8196499,-120.6721494
LINWOOD,TX,Cherokee,1851,1903,31.6643437,-94.9904935
LONG POINT,TX,Washington,1851,1907,30.2366025,-96.5280253
LOUISVILLE,CA,El Dorado,1851,1852,38.8965664,-120.9127166
MILLWOOD,TX,Collin,1851,1907,32.9959533,-96.4183186
OAK POINT,WA,Cowlitz,1851,1937,46.1909435,-123.1887321
SALMON FALLS,CA,El Dorado,1851,1912,38.7579571,-121.0582776
SALT CREEK,UT,Juab,1851,1882,39.7102336,-111.8363216
SUMPTER,TX,Trinity,1851,1874,31.0365744,-95.0538231
TUOLUMNE CITY,CA,Stanislaus,1851,1872,37.6040976,-121.1310473
BIDWELL'S BAR,CA,Butte,1851,1900,39.5565531,-121.4413559
FORT DUNCAN,TX,Maverick,1851,1852,28.7071988,-100.4992436
PARKS BAR,CA,Yuba,1851,1858,39.2210038,-121.3313492
DAVIS,TX,Panola,1851,1852,32.1781063,-94.4578513
DOUBLE SPRINGS,CA,Calaveras,1851,1860,38.2127749,-120.7717231
MAGNOLIA,TX,Anderson,1851,1871,31.6593789,-95.7370422
MOUNT HOPE,TX,Tyler,1851,1853,30.9479724,-94.587148
QUARTZBURG,CA,Mariposa,1851,1861,37.5395757,-120.2047061
SAN JOAQUIN,CA,San Joaquin,1851,1888,37.9724235,-121.2866132
MORMON ISLAND,CA,Sacramento,1851,1890,38.703514,-121.1174457
FORT ATKINSON,KS,Ford,1851,1853,37.7458333,-100.0444444
SANPETE,UT,Sanpete,1851,1853,39.3739161,-111.5763549
UNIONVILLE,TX,Cass,1851,1879,33.2401214,-94.629093
CONTRA COSTA,CA,Alameda,1851,1855,37.8712578,-122.2594939
CHAMPOAG,OR,Marion,1851,1864,45.24873,-122.8981534
GARROTTE,CA,Tuolumne,1851,1875,37.8382608,-120.2326894
JOHNSON'S STATION,TX,Tarrant,1851,1905,32.6920772,-97.1280659
MERRILLTOWN,TX,Travis,1851,1902,30.4546459,-97.6950068
MOON'S RANCH,CA,TEHAMA,1851,1887,40.3165388,-122.8811288
BIRDSVILLE,TX,Tarrant,1851,1868,32.804296,-97.251959
SEVEN LEAGUES,TX,Smith,1851,1869,32.2540406,-95.4260661
ALMOND GROVE,TX,Red River,1851,1855,,
BARCLAY'S FORT,NM,Mora,1851,1854,,
BEARDEN,TX,Lavaca,1851,1863,,
BENDY'S LANDING,TX,Tyler,1851,1854,,
BOX CREEK,TX,Cherokee,1851,1862,,
CARSON'S CREEK,CA,Calaveras,1851,1853,,
CASCADES,WA,Skamania,1851,1907,,
CENTRAL SPRINGS,TX,Harrison,1851,1852,,
CENTRE CREEK,UT,Iron,1851,1851,,
CHANCE PRAIRIE,TX,Burleson,1851,1862,,
COLETTO,TX,Dewitt,1851,1855,,
COPANO,TX,Refugio,1851,1867,,
CUNNINGHAM'S,TX,Fayette,1851,1852,,
CYPRESS TOP,TX,Harris,1851,1903,,
DOBBIN'S RANCHE,CA,Yuba,1851,1854,,
FORT LACEY,TX,Cherokee,1851,1852,,
FRONTERA,TX,El Paso,1851,1852,,
FRONTERA,NM,Dona Ana,1851,1852,,
GRAYSONVILLE,CA,Stanislaus,1851,1851,,
GREEN SPRINGS,CA,El Dorado,1851,1852,,
GRIMESVILLE,TX,Grimes,1851,1860,,
HAMILTON,CA,Butte,1851,1865,,
HAYDENSVILLE,CA,Mariposa,1851,1852,,
HORR'S RANCH,CA,Stanislaus,1851,1895,,
IRISH CREEK,TX,Dewitt,1851,1853,,
JACKSONVILLE,CA,Tuolumne,1851,1918,,
LASSEN'S,CA,Tehama,1851,1860,,
LECOMPTE VALLEY,UT,Sanpete,1851,1851,,
LIVERMORE RANCH,CA,Alameda,1851,1853,,
MANCHAC HOUSE,TX,Travis,1851,1852,,
MAPLE SPRINGS,TX,Red River,1851,1880,,
MILL CREEK,TX,Bowie,1851,1877,,
MILLERS CREEK,UT,Davis,1851,1854,,
MONROEVILLE,CA,Colusa,1851,1862,,
MONTEREY,TX,Red River,1851,1854,,
MOUNT PESREA,TX,Dewitt,1851,1855,,
MOUNTAIN INN,CA,Tuolumne,1851,1852,,
MUSTANG,TX,Lavaca,1851,1857,,
OAK SPRING,CA,Tuolumne,1851,1854,,
POINT MONTEREY,TX,Marion,1851,1867,,
RETREAT,TX,Grimes,1851,1907,,
STAPLES RANCH,CA,San Joaquin,1851,1863,,
STAR,TX,Walker,1851,1852,,
TAOS,TX,Navarro,1851,1870,,
TIMBER CREEK,TX,Hunt,1851,1871,,
UNION,TX,Jasper,1851,1851,,
UNIONTOWN,KS,Wyandotte,1851,1852,,
UTAH LAKE,UT,Utah,1851,1853,,
VINE GROVE,TX,Washington,1851,1872,,
WOODLAWN,TX,Jasper,1851,1852,,
WOOD'S DIGGINGS,CA,Tuolumne,1851,1853,,
ABIQUIU,NM,Rio Arriba,1852,,36.208986,-106.3200667
AMITY,OR,Yamhill,1852,,45.1158801,-123.2054064
ALAMO,CA,Contra Costa,1852,,37.8518519,-122.0366856
ALTO,TX,Cherokee,1852,,31.6493322,-95.0733191
AUBURN,CA,Placer,1852,,38.9017443,-121.066517
BELTON,TX,Bell,1852,,31.0561857,-97.4598684
BIG OAK FLAT,CA,Tuolumne,1852,,37.8276024,-120.2517857
BLOOMINGTON,OR,Polk,1852,1863,44.7762311,-123.2075983
BODEGA,CA,Sonoma,1852,,38.3455271,-122.9735317
BROWNSBORO,TX,Henderson,1852,,32.3027706,-95.6176076
BURNET,TX,Burnet,1852,,30.757854,-98.222504
CANTON,TX,Van Zandt,1852,,32.5609226,-95.8740772
CARSON VALLEY,NV,Douglas,1852,1863,38.999893,-119.8448916
CEDAR CREEK,TX,Bastrop,1852,,30.0858475,-97.4981983
CEDAR HILL,TX,Dallas,1852,,32.591371,-96.934292
CENTRAL,OR,Linn,1852,1861,44.6304002,-122.9748136
CHINOOK,WA,Pacific,1852,,46.2735006,-123.9458092
CLACKEMAS,OR,Clackamas,1852,1853,45.3831768,-122.4511998
COLUMBIA,CA,Tuolumne,1852,,38.0327023,-120.4068751
COTTONWOOD,CA,Shasta,1852,,40.3824296,-122.2795007
DALLAS,OR,Polk,1852,,44.9219192,-123.3182915
DARDANELLES,OR,Jackson,1852,1878,42.4290116,-123.0581038
DEER CREEK,OR,DOUGLAS,1852,1857,43.2086156,-123.341968
DOWNIEVILLE,CA,Sierra,1852,,39.5604915,-120.8280063
EAGLE PASS,TX,Maverick,1852,,28.7042,-100.482526
EL PASO,TX,El Paso,1852,,31.7950064,-106.3769281
FAIRFIELD,OR,Marion,1852,1902,45.134563,-123.00621
FERNANDEZ DE TAOS,NM,Taos,1852,1885,36.4125006,-105.5693391
GARDEN VALLEY,CA,El Dorado,1852,,38.855544,-120.8560837
GRASS VALLEY,CA,Nevada,1852,,39.2191062,-121.0594509
GREENWOOD,CA,El Dorado,1852,,38.9052117,-120.9169464
INDEPENDENCE,OR,Polk,1852,,44.8519185,-123.1862097
JENNYOPOLIS,OR,Benton,1852,1857,44.4470666,-123.2762096
LINDEN,TX,Cass,1852,,33.0106753,-94.3643196
LITTLE ELM,TX,Denton,1852,,33.1540018,-96.9477934
MOUNT SYLVANIA,OR,Washington,1852,1858,45.439285,-122.7473189
NORTH CANYONVILLE,OR,Douglas,1852,1892,42.9276323,-123.2782098
OAKLAND,OR,Douglas,1852,,43.4231169,-123.2993325
PETALUMA,CA,Sonoma,1852,,38.231802,-122.6377605
PINEY,OR,Lane,1852,1852,44.1334564,-123.3220403
PLANO,TX,Collin,1852,,33.023445,-96.698171
PLEASANT GROVE,UT,Utah,1852,,40.3618267,-111.742983
PORT CLATSOP,OR,Clatsop,1852,1855,46.1334397,-123.8768087
PORT TOWNSEND,WA,Jefferson,1852,,48.1134194,-122.7618969
RAINIER,OR,Columbia,1852,,46.0905019,-122.9367407
REDWOOD,CA,San Mateo,1852,1853,37.4854744,-122.2278413
SALADO,TX,Bell,1852,,30.9542774,-97.5350342
SALT CREEK,OR,Polk,1852,1903,44.9956722,-123.3528825
SAN RAMON,CA,Contra Costa,1852,,37.7788677,-121.9643061
SANTA ROSA,CA,Sonoma,1852,,38.4398079,-122.7101578
SIUSLAW,OR,Lane,1852,1898,43.9001228,-123.2387015
SOUTH YAMHILL,OR,Polk,1852,1855,45.07222,-123.26528
SOUVIES ISLAND,OR,Multnomah,1852,1860,45.6220606,-122.7970446
SPRING VALLEY,OR,Polk,1852,1855,45.0540072,-123.0984329
STEILACOOM,WA,Pierce,1852,1971,47.1723477,-122.5986739
SUBLIMITY,OR,Marion,1852,,44.8319048,-122.7960914
SUTTER CREEK,CA,Amador,1852,,38.3954401,-120.8030217
SWEET HOME,TX,Lavaca,1852,,29.3449637,-97.0730517
TENNESSEE COLONY,TX,Anderson,1852,,31.8346177,-95.8408741
TOOELE,UT,Tooele,1852,,40.5318867,-112.2988955
UNION TOWN,CA,Humboldt,1852,1860,40.8681244,-124.0874097
WASHINGTON BUTTE,OR,Linn,1852,1859,44.5218426,-122.908349
WASHOUGAL,WA,Clark,1852,,45.5782415,-122.3542636
HALL'S BLUFF,TX,Houston,1852,1866,31.3593462,-95.6593966
BASIN SPRINGS,TX,Grayson,1852,1904,33.7267721,-96.8369459
BETHEL,TX,Anderson,1852,1914,31.9201636,-95.9202415
BUCKSPORT,CA,Humboldt,1852,1926,40.8020712,-124.1636729
CLETO,TX,Karnes,1852,1854,29.0463605,-97.751388
CLOPTON,TX,Smith,1852,1854,32.2173778,-95.1041111
COFFEEVILLE,TX,Upshur,1852,1915,32.8293006,-94.757709
COSUMNE,CA,Sacramento,1852,1915,38.4924085,-121.1749466
DRESDEN,TX,Navarro,1852,1907,32.0307099,-96.6805459
DRYTOWN,CA,Amador,1852,1963,38.4410213,-120.8543816
ELWOOD,TX,Madison,1852,1860,31.0587973,-95.8255062
FOSTER'S BAR,CA,Yuba,1852,1866,39.436002,-121.1299567
GARDEN VALLEY,TX,Smith,1852,1954,32.5259727,-95.5424594
LYNCHBURG,TX,Harris,1852,1927,29.7871704,-95.0554851
MADISON,TX,Orange,1852,1858,30.0929879,-93.7365549
MAGOFFINSVILLE,TX,El Paso,1852,1853,31.7587198,-106.4869314
NASHVILLE,CA,El Dorado,1852,1907,38.5787952,-120.8452145
NEW DANVILLE,TX,Gregg,1852,1873,32.400984,-94.8268806
OYSTER CREEK,TX,Brazoria,1852,1899,29.0030239,-95.3318823
PALMYRA,UT,Utah,1852,1856,40.1402322,-111.6988152
PORT SULLIVAN,TX,Milam,1852,1943,30.8835231,-96.7033082
PRESTON,TX,Grayson,1852,1914,33.8823234,-96.6330516
ROSE HILL,TX,Harris,1852,1905,30.0707743,-95.7035576
SEATTLE,WA,King,1852,,47.6062095,-122.3320708
WHISKEYTOWN,CA,Shasta,1852,,40.6387601,-122.5597373
YANKEE JIM'S,CA,Placer,1852,1940,39.0293428,-120.8616029
MARSH'S LANDING,CA,Contra Costa,1852,1854,38.0049214,-121.805789
JENA,TX,Falls,1852,1875,31.1485121,-97.1552748
COLD SPRING,CA,El Dorado,1852,1874,38.7449025,-120.854937
PRAIRIE CREEK,TX,Dallas,1852,1854,32.9783482,-96.7210065
SAN BARNARDINO,CA,San Bernardino,1852,,34.1086307,-117.2914861
CAMP SECO,CA,Tuolumne,1852,1853,37.9388143,-120.4160283
LA CANADA,NM,Rio Arriba,1852,1857,36.2016856,-106.3216953
ROSELAND,TX,Collin,1852,1907,33.2784479,-96.6494367
BOLD  SPRINGS,TX,McLennan,1852,1882,31.7790503,-97.1338928
HOME,TX,Walker,1852,1854,30.6849169,-95.5704997
POINT PLEASANT,TX,Gregg,1852,1871,32.4229268,-94.9185498
SAN ANDERS,TX,Milam,1852,1877,30.6874181,-97.1202678
HERRINGTON'S,TX,Angelina,1852,1866,31.252133,-94.4263131
CASE'S,TX,Travis,1852,1853,30.3040957,-97.7658397
ANAQUA,TX,Victoria,1852,1919,,
ALLEY'S MILLS,TX,Marion,1852,1861,,
ASHLAND,CA,Butte,1852,1853,,
ASHVILLE,TX,Harrison,1852,1854,,
AURUM CITY,CA,El Dorado,1852,1853,,
BELZORA,TX,Smith,1852,1856,,
BIG DOLLAR,TX,Wood,1852,1855,,
BILLUM'S CREEK,TX,Tyler,1852,1866,,
BIRCH CREEK,TX,Leon,1852,1853,,
BUNKER HILL,TX,Rusk,1852,1855,,
CACHE CREEK,CA,Yolo,1852,1877,,
CHARLEY'S RANCH,CA,Butte,1852,1858,,
CHERINO,TX,Nacogdoches,1852,1879,,
CIBOLO,TX,Bexar,1852,1856,,
DEER CREEK,TX,Falls,1852,1855,,
ELK HORN,CA,Alameda,1852,1853,,
FANNING'S DEFEAT,TX,Goliad,1852,1856,,
FILLMORE CITY,UT,Millard,1852,1884,,
FORT FILLMORE,NM,Dona Ana,1852,1863,,
GALATEA,TX,Harrison,1852,1864,,
GREEN SPRINGS,CA,Tuolumne,1852,1869,,
HAMBURG,TX,Van Zandt,1852,1866,,
HOLLY SPRING,TX,Wood,1852,1866,,
HORSE TOWN,CA,Shasta,1852,1876,,
HOWARD,TX,Bell,1852,1889,,
INDIAN GROVE,TX,Grayson,1852,1854,,
IONE VALLEY,CA,Amador,1852,1880,,
KEECHIL,TX,Freestone,1852,1866,,
KILNA,CA,Shasta,1852,1853,,
KINLEY'S,TX,Bexar,1852,1853,,
LAKE,TX,Trinity,1852,,,
MAXWELL'S CREEK,CA,Mariposa,1852,1872,,
MENDOCINO,CA,Humboldt,1852,1853,,
MILTON,TX,Freestone,1852,1852,,
MINERAL HILL,OK,McCurtain,1852,1859,,
MOUNT JORDAN,TX,Jasper,1852,1854,,
MUD SPRING,TX,Denton,1852,1855,,
NORTHBRANCH,CA,Calaveras,1852,1925,,
OMEGA,TX,Upshur,1852,1899,,
OPHIR,CA,Mariposa,1852,1856,,
OPHIRVILLE,CA,Placer,1852,1866,,
PARKERSVILLE,OR,Benton,1852,1861,,
PIERPONT PLACE,TX,Dewitt,1852,1870,,
READYVILLE,TX,Hidalgo,1852,1854,,
RETINA,TX,Hopkins,1852,1867,,
RINGGOLD,CA,El Dorado,1852,1853,,
ROADVILLE,TX,Anderson,1852,1860,,
SAND SPRING,TX,Wood,1852,1866,,
STARR'S POINT,OR,Benton,1852,1874,,
THIRD CROSSING,CA,Calaveras,1852,1854,,
VALLEY,TX,Guadalupe,1852,1907,,
VALLEY PASS,TX,Bell,1852,1852,,
WASHINGTON SOUTH YUBA,CA,Nevada,1852,1854,,
WEAKLEY,TX,Smith,1852,1853,,
WEIR'S,TX,Guadalupe,1852,1852,,
WHITE ROCK,TX,Hill,1852,1868,,
WOOD PORT,TX,Victoria,1852,1860,,
WOODBOROUGH,TX,Grayson,1852,1866,,
ANGELS CAMP,CA,Calaveras,1853,,38.0693783,-120.540359
ALVARADO,CA,Alameda,1853,1959,37.5966299,-122.0779166
BEN FRANKLIN,TX,Delta,1853,,33.480509,-95.771279
BROCKVILLE,OR,Clackamas,1853,1855,45.3831746,-122.7345398
CAT SPRING,TX,Austin,1853,,29.8470731,-96.3264545
COLBERT,OK,Bryan,1853,,33.8524983,-96.5093064
CRESCENT CITY,CA,Del Norte,1853,,41.7511254,-124.1974637
DRAPER,UT,Salt Lake,1853,,40.5293626,-111.8825548
EUGENE CITY,OR,Lane,1853,1889,44.054013,-123.0936288
EUREKA,CA,Humboldt,1853,,40.801809,-124.1639971
FIDDLETOWN,CA,Amador,1853,,38.5057398,-120.7601264
GREEN RIVER,WY,Sweetwater,1853,1855,41.516643,-109.4708681
JAMESTOWN,CA,Tuolumne,1853,,37.9548646,-120.4221188
LEXINGTON,TX,Lee,1853,,30.415266,-97.009281
LIBERTY HILL,TX,Williamson,1853,,30.6673244,-97.9147184
LONG TOM,OR,Lane,1853,1904,44.0495672,-123.3895418
MANSENETA,OR,Jackson,1853,1855,42.3873465,-122.976433
MOSCOW,TX,Polk,1853,,30.9138224,-94.8266456
NEW ULM,TX,Austin,1853,,29.8901678,-96.4887393
NEWTON,TX,Newton,1853,,30.8466075,-93.7591257
OSWEGO,OR,Clackamas,1853,1961,45.4213012,-122.667199
PRESTON,OR,Lane,1853,1855,43.7901229,-123.070636
RED BLUFF,CA,Tehama,1853,,40.17734,-122.2372206
ROUND PRAIRIE,OR,Douglas,1853,1918,43.0881721,-123.3695139
SAN LEANDRO,CA,Alameda,1853,1915,37.7104808,-122.1704751
SHINGLE SPRING,CA,El Dorado,1853,1855,38.6604506,-120.9352247
SNELLING'S RANCH,CA,Merced,1853,1870,37.5193819,-120.4383307
TABLE CREEK,NE,Otoe,1853,1855,40.6768589,-95.851655
THURSTON,OR,Linn,1853,1856,44.2748457,-123.1734259
WALLAMETTE,OR,Clackamas,1853,1857,45.290675,-122.7956511
WAPATOO,OR,Washington,1853,1865,45.4226147,-123.136218
WASCOPUM,OR,Wasco,1853,1860,45.6027976,-121.184503
WATSONVILLE,CA,Santa Cruz,1853,,36.9077492,-121.7549529
YOLO,CA,Yolo,1853,,38.7342503,-121.8071449
YREKA,CA,Siskiyou,1853,,41.7293937,-122.6374167
LAT SHAW'S MILL,OR,Linn,1853,1855,44.2415133,-122.9998086
SPENCER'S BUTTE,OR,Lane,1853,1855,43.9776243,-123.1420323
AVANT,TX,Freestone,1853,1885,31.5951718,-96.1399682
BLUFF SPRINGS,TX,Travis,1853,1902,30.157712,-97.7688933
COLITA,TX,Polk,1853,1909,30.8838001,-95.0096567
CONCRETE,TX,Dewitt,1853,1907,29.2383038,-97.2930444
DIAMOND SPRING,CA,El Dorado,1853,1950,38.6946259,-120.8149355
FORT INGE,TX,Uvalde,1853,1868,29.1777403,-99.7645006
HELENA,TX,Karnes,1853,1951,28.9538637,-97.8233342
HOUSEVILLE,TX,Harris,1853,1858,30.0268875,-95.8443958
ILLINOISTOWN,CA,Placer,1853,1866,39.0882299,-120.9566092
LEHI CITY,UT,Utah,1853,1904,40.3916172,-111.8507662
MILLERTON,CA,Fresno,1853,1874,36.9808381,-119.6606396
MONTE,CA,Los Angeles,1853,1875,34.0686207,-118.0275667
NACHES,TX,Houston,1853,1882,31.5440676,-95.2277198
PEACH TREE VILLAGE,TX,Tyler,1853,1867,30.9449166,-94.6132598
POST OAK,TX,Wilson,1853,1859,29.356348,-98.1155633
PROVO CITY,UT,Utah,1853,1904,40.2338438,-111.6585337
